id,requirement,priority,release_train,design_refs,goal_refs,acceptance_test,test_suite,status
NFR-SEC-007,"Dependency, container, secret, static-analysis, and artifact-signature checks block release according to the secure-SDLC exception policy.",P0,ALL_RELEASES,05-security/security-architecture.md;05-security/threat-model.md;05-security/secure-sdlc.md;03-client/elevation-broker.md;03-client/installer-updater.md,07-delivery/goals/goal-06-control-plane-consent.md;07-delivery/goals/goal-09-attended-packaging.md;07-delivery/goals/goal-10-tenancy-policy-audit.md;07-delivery/goals/goal-11-update-observability-ops.md;07-delivery/goals/goal-12-attended-ga.md,AT-NFR-SEC-007,Security verification,READY_FOR_IMPLEMENTATION
NFR-SEC-008,"LocalSystem/service IPC authenticates the connecting process and user session, authorizes each command, rejects replay, and exposes no generic command-execution primitive.",P0,MANAGED_HOST,05-security/security-architecture.md;05-security/threat-model.md;05-security/secure-sdlc.md;03-client/elevation-broker.md;03-client/installer-updater.md,07-delivery/goals/goal-06-control-plane-consent.md;07-delivery/goals/goal-10-tenancy-policy-audit.md;07-delivery/goals/goal-11-update-observability-ops.md;07-delivery/goals/goal-12-attended-ga.md;07-delivery/goals/goal-13-managed-host.md,AT-NFR-SEC-008,Security verification,READY_FOR_IMPLEMENTATION
NFR-SEC-009,"Update metadata and artifacts are signature-verified, hash-verified, product/channel/architecture-bound, expiry-checked, and protected against rollback.",P0,ALL_RELEASES,05-security/security-architecture.md;05-security/threat-model.md;05-security/secure-sdlc.md;03-client/elevation-broker.md;03-client/installer-updater.md,07-delivery/goals/goal-06-control-plane-consent.md;07-delivery/goals/goal-09-attended-packaging.md;07-delivery/goals/goal-10-tenancy-policy-audit.md;07-delivery/goals/goal-11-update-observability-ops.md;07-delivery/goals/goal-12-attended-ga.md,AT-NFR-SEC-009,Security verification,READY_FOR_IMPLEMENTATION
NFR-SEC-010,"Tenant isolation is enforced and tested at API, application, database-policy, background-job, cache-key, webhook, and audit-query boundaries.",P0,ALL_RELEASES,05-security/security-architecture.md;05-security/threat-model.md;05-security/secure-sdlc.md;03-client/elevation-broker.md;03-client/installer-updater.md,07-delivery/goals/goal-06-control-plane-consent.md;07-delivery/goals/goal-09-attended-packaging.md;07-delivery/goals/goal-10-tenancy-policy-audit.md;07-delivery/goals/goal-11-update-observability-ops.md;07-delivery/goals/goal-12-attended-ga.md,AT-NFR-SEC-010,Security verification,READY_FOR_IMPLEMENTATION
NFR-SEC-011,"Before any screen, input, clipboard, chat, or file payload is accepted, both peers verify a signed transport binding covering the session, peer identities, granted scopes, permission revision, transport epoch, and negotiated DTLS fingerprints.",P0,ALL_RELEASES,02-protocol/canonicalization-and-signatures.md;02-protocol/protobuf/remote_support.proto;03-client/webrtc-integration.md,07-delivery/goals/goal-04-lan-transport.md;07-delivery/goals/goal-07-internet-turn.md,AT-NFR-SEC-011,automated contract/integration plus targeted manual evidence,READY_FOR_IMPLEMENTATION
NFR-PRV-001,"The control plane stores only the documented session, identity, device, security, billing, and operational metadata required by an approved data inventory.",P0,ALL_RELEASES,00-product/commercialization-and-compliance.md;01-architecture/data-architecture.md;03-client/local-data-and-logs.md;05-security/audit-and-incident.md,07-delivery/goals/goal-08-data-features.md;07-delivery/goals/goal-10-tenancy-policy-audit.md;07-delivery/goals/goal-12-attended-ga.md,AT-NFR-PRV-001,Privacy/data-governance verification,READY_FOR_IMPLEMENTATION
NFR-PRV-002,"Screen frames, keystrokes, clipboard contents, chat contents, and transferred-file contents are not persisted by the SaaS control plane by default.",P0,ALL_RELEASES,00-product/commercialization-and-compliance.md;01-architecture/data-architecture.md;03-client/local-data-and-logs.md;05-security/audit-and-incident.md,07-delivery/goals/goal-08-data-features.md;07-delivery/goals/goal-10-tenancy-policy-audit.md;07-delivery/goals/goal-12-attended-ga.md,AT-NFR-PRV-002,Privacy/data-governance verification,READY_FOR_IMPLEMENTATION
NFR-PRV-003,"Any future session recording is a separately released feature with explicit policy, local disclosure/consent, encryption, retention, access control, and deletion behavior.",P0,ALL_RELEASES,00-product/commercialization-and-compliance.md;01-architecture/data-architecture.md;03-client/local-data-and-logs.md;05-security/audit-and-incident.md,07-delivery/goals/goal-08-data-features.md;07-delivery/goals/goal-10-tenancy-policy-audit.md;07-delivery/goals/goal-12-attended-ga.md,AT-NFR-PRV-003,Privacy/data-governance verification,READY_FOR_IMPLEMENTATION
NFR-PRV-004,"Every persisted field has classification, purpose, lawful/contractual basis review, retention period, regional processing rule, and deletion/export behavior.",P0,ALL_RELEASES,00-product/commercialization-and-compliance.md;01-architecture/data-architecture.md;03-client/local-data-and-logs.md;05-security/audit-and-incident.md,07-delivery/goals/goal-08-data-features.md;07-delivery/goals/goal-10-tenancy-policy-audit.md;07-delivery/goals/goal-12-attended-ga.md,AT-NFR-PRV-004,Privacy/data-governance verification,READY_FOR_IMPLEMENTATION
NFR-PRV-005,"Tenant deletion, user deletion, device revocation, data export, and retention expiry are testable workflows with auditable completion evidence.",P0,ALL_RELEASES,00-product/commercialization-and-compliance.md;01-architecture/data-architecture.md;03-client/local-data-and-logs.md;05-security/audit-and-incident.md,07-delivery/goals/goal-08-data-features.md;07-delivery/goals/goal-10-tenancy-policy-audit.md;07-delivery/goals/goal-12-attended-ga.md,AT-NFR-PRV-005,Privacy/data-governance verification,READY_FOR_IMPLEMENTATION
NFR-PRV-006,"Diagnostic bundles apply allowlisted collection and redaction, require user/admin intent, and never include session content or reusable credentials.",P0,ALL_RELEASES,00-product/commercialization-and-compliance.md;01-architecture/data-architecture.md;03-client/local-data-and-logs.md;05-security/audit-and-incident.md,07-delivery/goals/goal-08-data-features.md;07-delivery/goals/goal-10-tenancy-policy-audit.md;07-delivery/goals/goal-12-attended-ga.md,AT-NFR-PRV-006,Privacy/data-governance verification,READY_FOR_IMPLEMENTATION
NFR-MNT-001,"Public HTTP, peer, IPC, native ABI, configuration, event, and update interfaces are versioned and compatibility-tested.",P0,ALL_RELEASES,03-client/client-solution-structure.md;04-backend/backend-structure.md;04-backend/migration-policy.md;07-delivery/bootstrap-and-build.md;07-delivery/ci-cd.md,07-delivery/goals/goal-01-foundation.md;07-delivery/goals/goal-11-update-observability-ops.md;07-delivery/goals/goal-04-lan-transport.md,AT-NFR-MNT-001,Build/architecture/supply-chain,READY_FOR_IMPLEMENTATION
NFR-MNT-002,Native C++ components expose a stable C ABI so managed code does not depend directly on unstable C++ layouts or exceptions.,P0,ALL_RELEASES,03-client/client-solution-structure.md;04-backend/backend-structure.md;04-backend/migration-policy.md;07-delivery/bootstrap-and-build.md;07-delivery/ci-cd.md,07-delivery/goals/goal-01-foundation.md;07-delivery/goals/goal-11-update-observability-ops.md;07-delivery/goals/goal-04-lan-transport.md,AT-NFR-MNT-002,Build/architecture/supply-chain,READY_FOR_IMPLEMENTATION
NFR-MNT-003,"Every production module has an owner, tests, telemetry, failure-mode documentation, dependency inventory, and operational runbook linkage.",P0,ALL_RELEASES,03-client/client-solution-structure.md;04-backend/backend-structure.md;04-backend/migration-policy.md;07-delivery/bootstrap-and-build.md;07-delivery/ci-cd.md,07-delivery/goals/goal-01-foundation.md;07-delivery/goals/goal-11-update-observability-ops.md,AT-NFR-MNT-003,Build/architecture/supply-chain,READY_FOR_IMPLEMENTATION
NFR-MNT-004,"A clean protected worker restores from lock files, builds reproducibly, and emits dependency inventory, provenance, and an SBOM.",P0,ALL_RELEASES,03-client/client-solution-structure.md;04-backend/backend-structure.md;04-backend/migration-policy.md;07-delivery/bootstrap-and-build.md;07-delivery/ci-cd.md,07-delivery/goals/goal-01-foundation.md;07-delivery/goals/goal-11-update-observability-ops.md;07-delivery/goals/goal-09-attended-packaging.md,AT-NFR-MNT-004,Build/architecture/supply-chain,READY_FOR_IMPLEMENTATION
NFR-MNT-005,Architecture-significant decisions and deviations are recorded in ADRs; undocumented boundary changes fail review.,P0,ALL_RELEASES,03-client/client-solution-structure.md;04-backend/backend-structure.md;04-backend/migration-policy.md;07-delivery/bootstrap-and-build.md;07-delivery/ci-cd.md,07-delivery/goals/goal-01-foundation.md;07-delivery/goals/goal-11-update-observability-ops.md,AT-NFR-MNT-005,Build/architecture/supply-chain,READY_FOR_IMPLEMENTATION
NFR-MNT-006,"Database changes use forward-only versioned migrations with compatibility windows, rollback/roll-forward procedures, and production rehearsal for destructive changes.",P0,ALL_RELEASES,03-client/client-solution-structure.md;04-backend/backend-structure.md;04-backend/migration-policy.md;07-delivery/bootstrap-and-build.md;07-delivery/ci-cd.md,07-delivery/goals/goal-01-foundation.md;07-delivery/goals/goal-11-update-observability-ops.md,AT-NFR-MNT-006,Build/architecture/supply-chain,READY_FOR_IMPLEMENTATION
NFR-ACC-001,"Consent, session control, emergency disconnect, file decisions, and security settings are fully operable by keyboard.",P0,ALL_RELEASES,03-client/accessibility-localization.md;03-client/portable-agent.md;03-client/operator-console.md;06-quality/compatibility-matrix.md,07-delivery/goals/goal-05-input-topology.md;07-delivery/goals/goal-12-attended-ga.md,AT-NFR-ACC-001,Accessibility/localization,READY_FOR_IMPLEMENTATION
NFR-ACC-002,"Operator and host UI expose accessible names, roles, states, focus order, live announcements, and high-contrast behavior for supported assistive technologies.",P0,ALL_RELEASES,03-client/accessibility-localization.md;03-client/portable-agent.md;03-client/operator-console.md;06-quality/compatibility-matrix.md,07-delivery/goals/goal-05-input-topology.md;07-delivery/goals/goal-12-attended-ga.md,AT-NFR-ACC-002,Accessibility/localization,READY_FOR_IMPLEMENTATION
NFR-ACC-003,"Korean and English resources are present from the first beta, with no user-visible security text hard-coded in implementation code.",P0,ALL_RELEASES,03-client/accessibility-localization.md;03-client/portable-agent.md;03-client/operator-console.md;06-quality/compatibility-matrix.md,07-delivery/goals/goal-05-input-topology.md;07-delivery/goals/goal-12-attended-ga.md;07-delivery/goals/goal-09-attended-packaging.md,AT-NFR-ACC-003,Accessibility/localization,READY_FOR_IMPLEMENTATION
NFR-ACC-004,"Security-relevant state is never communicated by color, animation, or iconography alone.",P0,ALL_RELEASES,03-client/accessibility-localization.md;03-client/portable-agent.md;03-client/operator-console.md;06-quality/compatibility-matrix.md,07-delivery/goals/goal-05-input-topology.md;07-delivery/goals/goal-12-attended-ga.md,AT-NFR-ACC-004,Accessibility/localization,READY_FOR_IMPLEMENTATION
NFR-ACC-005,"At supported Windows text scaling and DPI settings, critical consent/disconnect controls remain visible, readable, and operable without clipping.",P0,ALL_RELEASES,03-client/accessibility-localization.md;03-client/portable-agent.md;03-client/operator-console.md;06-quality/compatibility-matrix.md,07-delivery/goals/goal-05-input-topology.md;07-delivery/goals/goal-12-attended-ga.md,AT-NFR-ACC-005,Accessibility/localization,READY_FOR_IMPLEMENTATION
NFR-CST-001,A secure direct peer route is preferred when reachable; relay fallback does not weaken authorization or encryption.,P0,ALL_RELEASES,01-architecture/networking-and-turn.md;04-backend/capacity-and-cost.md;04-backend/turn-service.md;06-quality/observability.md,07-delivery/goals/goal-07-internet-turn.md;07-delivery/goals/goal-10-tenancy-policy-audit.md;07-delivery/goals/goal-11-update-observability-ops.md;07-delivery/goals/goal-04-lan-transport.md,AT-NFR-CST-001,Capacity/cost/abuse,READY_FOR_IMPLEMENTATION
NFR-CST-002,"TURN usage is metered by tenant, region, route, transport, session, and byte direction with bounded-cardinality identifiers.",P0,ALL_RELEASES,01-architecture/networking-and-turn.md;04-backend/capacity-and-cost.md;04-backend/turn-service.md;06-quality/observability.md,07-delivery/goals/goal-07-internet-turn.md;07-delivery/goals/goal-10-tenancy-policy-audit.md;07-delivery/goals/goal-11-update-observability-ops.md,AT-NFR-CST-002,Capacity/cost/abuse,READY_FOR_IMPLEMENTATION
NFR-CST-003,"Rate limits, quotas, credential TTLs, allocation limits, and abuse controls prevent unbounded relay and control-plane consumption.",P0,ALL_RELEASES,01-architecture/networking-and-turn.md;04-backend/capacity-and-cost.md;04-backend/turn-service.md;06-quality/observability.md,07-delivery/goals/goal-07-internet-turn.md;07-delivery/goals/goal-10-tenancy-policy-audit.md;07-delivery/goals/goal-11-update-observability-ops.md,AT-NFR-CST-003,Capacity/cost/abuse,READY_FOR_IMPLEMENTATION
NFR-CST-004,Video adaptation reduces idle and low-motion traffic without violating the latency and text-readability targets.,P0,ALL_RELEASES,01-architecture/networking-and-turn.md;04-backend/capacity-and-cost.md;04-backend/turn-service.md;06-quality/observability.md,07-delivery/goals/goal-07-internet-turn.md;07-delivery/goals/goal-10-tenancy-policy-audit.md;07-delivery/goals/goal-11-update-observability-ops.md,AT-NFR-CST-004,Capacity/cost/abuse,READY_FOR_IMPLEMENTATION
NFR-CST-005,"Server-side storage defaults to metadata only; any new content-bearing storage requires an approved architecture, privacy, security, and cost review.",P0,ALL_RELEASES,01-architecture/networking-and-turn.md;04-backend/capacity-and-cost.md;04-backend/turn-service.md;06-quality/observability.md,07-delivery/goals/goal-07-internet-turn.md;07-delivery/goals/goal-10-tenancy-policy-audit.md;07-delivery/goals/goal-11-update-observability-ops.md,AT-NFR-CST-005,Capacity/cost/abuse,READY_FOR_IMPLEMENTATION
NFR-CST-006,"Capacity models are validated by load tests before each production tier increase, and alert thresholds are derived from measured saturation behavior.",P0,ALL_RELEASES,01-architecture/networking-and-turn.md;04-backend/capacity-and-cost.md;04-backend/turn-service.md;06-quality/observability.md,07-delivery/goals/goal-07-internet-turn.md;07-delivery/goals/goal-10-tenancy-policy-audit.md;07-delivery/goals/goal-11-update-observability-ops.md,AT-NFR-CST-006,Capacity/cost/abuse,READY_FOR_IMPLEMENTATION
